_time,_measurement,_field,_value
2023-07-07 00:07:50.241500+02:00,PC,GPU_temp,68.0
2023-07-07 00:08:05.315264+02:00,PC,GPU_temp,68.0
2023-07-07 00:08:20.396942+02:00,PC,GPU_temp,68.0
2023-07-07 00:08:35.478614+02:00,PC,GPU_temp,68.0
2023-07-07 00:08:50.524720+02:00,PC,GPU_temp,68.0
2023-07-07 00:09:05.627405+02:00,PC,GPU_temp,68.0
2023-07-07 00:09:20.687353+02:00,PC,GPU_temp,68.0
2023-07-07 00:09:35.777251+02:00,PC,GPU_temp,68.0
2023-07-07 00:09:50.840052+02:00,PC,GPU_temp,69.0
2023-07-07 00:10:05.903308+02:00,PC,GPU_temp,68.0
2023-07-07 00:10:20.956057+02:00,PC,GPU_temp,69.0
2023-07-07 00:10:36.087257+02:00,PC,GPU_temp,68.0
2023-07-07 00:10:51.165604+02:00,PC,GPU_temp,68.0
2023-07-07 00:11:06.238191+02:00,PC,GPU_temp,68.0
2023-07-07 00:11:21.312738+02:00,PC,GPU_temp,68.0
2023-07-07 00:11:36.379339+02:00,PC,GPU_temp,68.0
2023-07-07 00:11:51.454124+02:00,PC,GPU_temp,68.0
2023-07-07 00:12:06.548724+02:00,PC,GPU_temp,68.0
2023-07-07 00:12:21.632764+02:00,PC,GPU_temp,68.0
2023-07-07 00:12:36.671424+02:00,PC,GPU_temp,68.0
